Market Name,Chain Name,Chain ID,Token Name,Token Symbol,Token Address,Supply APY (%),Borrow APY (%),Incentive Supply APR (%),Incentive Borrow APR (%),Self Incentive Supply APR (%),Self Incentive Borrow APR (%),Multiple,Merkl Supply APR (%),Merkl Borrow APR (%),Merkl Supply Campaigns,Merkl Borrow Campaigns
"AaveV3Polygon","Polygon",137,"SushiToken (PoS)","SUSHI","0x0b3F868E0BE5597D5DB7fEB59E1CADBb0fdDa50a",2.06,6.51,0,0,0,0,false,0,0,"",""
"AaveV3Polygon","Polygon",137,"USD Coin (PoS)","USDC","0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174",2.77,9.10,0,0,0,0,false,0,0,"",""
"AaveV3Polygon","Polygon",137,"USD Coin","USDC","0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359",4.43,7.64,0,0,0,0,false,0,0,"",""
"AaveV3Polygon","Polygon",137,"USDT0","USDT0","0xc2132D05D31c914a87C6611C10748AEb04B58e8F",5.67,8.95,0,0,0,0,false,0,0,"",""
"AaveV3Polygon","Polygon",137,"(PoS) Wrapped BTC","WBTC","0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6",0.00,0.12,0,0,0,0,false,0,0,"",""
"AaveV3Polygon","Polygon",137,"Wrapped Ether","WETH","0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619",0.50,1.94,0,0,0,0,false,0,0,"",""
"AaveV3Polygon","Polygon",137,"Wrapped Polygon Ecosystem Token","WPOL","0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270",0.26,1.49,0,0,0,0,false,0,0,"",""
"AaveV3Polygon","Polygon",137,"Jarvis Synthetic Euro","jEUR","0x4e3Decbb3645551B8A19f0eA1678079FCB33fB4c",0.09,0.84,0,0,0,0,false,0,0,"",""
"AaveV3Polygon","Polygon",137,"miMATIC","miMATIC","0xa3Fa99A148fA48D14Ed51d610c367C61876997F1",0.00,0.02,0,0,0,0,false,0,0,"",""
"AaveV3Polygon","Polygon",137,"Staked MATIC (PoS)","stMATIC","0x3A58a54C066FdC0f2D55FC9C89F0415C92eBf3C4",0,,0,0,0,0,false,0,0,"",""
"AaveV3Polygon","Polygon",137,"Wrapped liquid staked Ether 2.0 (PoS)","wstETH","0x03b54A6e9a984069379fae1a4fC4dBAE93B3bCCD",0.00,0.33,0,0,0,0,false,0,0,"",""
"AaveV3Scroll","Scroll",534352,"Scroll","SCR","0xd29687c813D741E2F938F4aC377128810E217b1b",0.00,0.36,0,0,0,0,false,0,0,"",""
"AaveV3Scroll","Scroll",534352,"USD Coin","USDC","0x06eFdBFf2a14a7c8E15944D1F4A48F9F95F663A4",2.70,6.41,0,0,0,0,false,0,0,"",""
"AaveV3Scroll","Scroll",534352,"Wrapped Ether","WETH","0x5300000000000000000000000000000000000004",3.29,7.40,0,0,0,0,false,0,0,"",""
"AaveV3Scroll","Scroll",534352,"Wrapped eETH","weETH","0x01f0a31698C4d065659b9bdC21B3610292a1c506",0.24,3.96,0,0,0,0,false,0,0,"",""
"AaveV3Scroll","Scroll",534352,"Wrapped liquid staked Ether 2.0","wstETH","0xf610A9dfB7C89644979b4A0f27063E9e7d7Cda32",0.08,0.36,0,0,0,0,false,0,0,"",""
"AaveV3Soneium","Soneium",1868,"Bridged USDC (Soneium)","USDC.e","0xbA9986D2381edf1DA03B0B9c1f8b00dc4AacC369",0.43,1.72,0,0,0,0,false,0,0,"",""
"AaveV3Soneium","Soneium",1868,"Tether USD","USDT","0x3A337a6adA9d885b6Ad95ec48F9b75f197b5AE35",0.98,2.61,0,0,0,0,false,0,0,"",""
"AaveV3Soneium","Soneium",1868,"Wrapped Ether","WETH","0x4200000000000000000000000000000000000006",0.00,0.09,0,0,0,0,false,0,0,"",""
"AaveV3Sonic","Sonic",146,"USDC","USDC","0x29219dd400f2Bf60E5a23d13Be72B486D4038894",4.36,6.92,"2.4999999999999396;2.4999999999999396",0,0,0,false,0,0,"",""
"AaveV3Sonic","Sonic",146,"Wrapped Ether on Sonic","WETH","0x50c42dEAcD8Fc9773493ED674b675bE577f2634b",0.01,0.20,0,0,0,0,false,0,0,"",""
"AaveV3Sonic","Sonic",146,"Beets Staked Sonic","stS","0xE5DA20F15420aD15DE0fa650600aFc998bbE3955",0,0,0,0,0,0,false,0,0,"",""
"AaveV3Sonic","Sonic",146,"Wrapped Sonic","wS","0x039e2fB66102314Ce7b64Ce5Ce3E5183bc94aD38",1.27,2.76,1.3592882357860994,0,0,0,false,0,0,"",""
"AaveV3ZkSync","zkSync",324,"USDC","USDC","0x1d17CBcF0D6D143135aE902365D2E5e2A16538D4",5.29,6.64,0,0,0,0,false,0,0,"",""
"AaveV3ZkSync","zkSync",324,"Tether USD","USDT","0x493257fD37EDB34451f62EDf8D2a0C418852bA4C",4.86,6.37,0,0,0,0,false,0,0,"",""
"AaveV3ZkSync","zkSync",324,"Wrapped Ether","WETH","0x5AEa5775959fBC2557Cc8789bC1bf90A239D9a91",1.65,2.43,0,0,0,0,false,0,0,"",""
"AaveV3ZkSync","zkSync",324,"ZKsync","ZK","0x5A7d6b2F92C77FAD6CCaBd7EE0624E64907Eaf3E",0.18,2.13,0,0,0,0,false,0,0,"",""
"AaveV3ZkSync","zkSync",324,"Staked USDe","sUSDe","0xAD17Da2f6Ac76746EF261E835C50b2651ce36DA8",0,0,0,0,0,0,false,0,0,"",""
"AaveV3ZkSync","zkSync",324,"Wrapped eETH","weETH","0xc1Fa6E2E8667d9bE0Ca938a54c7E0285E9Df924a",0,0,0,0,0,0,false,0,0,"",""
"AaveV3ZkSync","zkSync",324,"rsETHWrapper","wrsETH","0xd4169E045bcF9a86cC00101225d9ED61D2F51af2",0,0,0,0,0,0,false,0,0,"",""
"AaveV3ZkSync","zkSync",324,"Wrapped liquid staked Ether 2.0","wstETH","0x703b52F2b28fEbcB60E1372858AF5b18849FE867",0.00,0.00,0,0,0,0,false,0,0,"",""
